donch_len,vol_min_mult,tp1_fee_mult,tp2_fee_mult,trades,gross_pnl,fees,net_pnl,win_rate,profit_factor,tp1_hit_pct,tp2_hit_pct,signals,entries,expired,trades_per_month
30,1.0,1.5,3.0,4,-9.62540285175199,4.722996777185984,-14.348399628937972,0.0,0.0,0.0,0.0,7,4,3,2.0
30,1.0,1.5,5.0,4,-9.62540285175199,4.722996777185984,-14.348399628937972,0.0,0.0,0.0,0.0,7,4,3,2.0
30,1.0,2.0,5.0,4,-9.62540285175199,4.722996777185984,-14.348399628937972,0.0,0.0,0.0,0.0,7,4,3,2.0
30,1.0,2.0,3.0,4,-9.62540285175199,4.722996777185984,-14.348399628937972,0.0,0.0,0.0,0.0,7,4,3,2.0
30,1.0,1.5,4.0,4,-9.62540285175199,4.722996777185984,-14.348399628937972,0.0,0.0,0.0,0.0,7,4,3,2.0
30,1.0,2.5,4.0,4,-9.62540285175199,4.722996777185984,-14.348399628937972,0.0,0.0,0.0,0.0,7,4,3,2.0
30,1.0,2.0,4.0,4,-9.62540285175199,4.722996777185984,-14.348399628937972,0.0,0.0,0.0,0.0,7,4,3,2.0
30,1.0,2.5,3.0,4,-9.62540285175199,4.722996777185984,-14.348399628937972,0.0,0.0,0.0,0.0,7,4,3,2.0
25,1.0,2.5,3.0,6,-10.399004374099405,6.633607965007204,-17.03261233910661,0.0,0.017900190471088512,16.666666666666664,0.0,9,6,3,3.0
25,1.0,2.5,4.0,6,-10.399004374099405,6.633607965007204,-17.03261233910661,0.0,0.017900190471088512,16.666666666666664,0.0,9,6,3,3.0
25,1.0,2.5,5.0,6,-10.399004374099405,6.633607965007204,-17.03261233910661,0.0,0.017900190471088512,16.666666666666664,0.0,9,6,3,3.0
20,1.0,2.5,3.0,6,-10.399004374099416,6.633607965007204,-17.03261233910662,0.0,0.01790019047108849,16.666666666666664,0.0,9,6,3,3.0
20,1.0,2.5,4.0,6,-10.399004374099416,6.633607965007204,-17.03261233910662,0.0,0.01790019047108849,16.666666666666664,0.0,9,6,3,3.0
20,1.0,2.5,5.0,6,-10.399004374099416,6.633607965007204,-17.03261233910662,0.0,0.01790019047108849,16.666666666666664,0.0,9,6,3,3.0
25,1.0,1.5,4.0,6,-10.542464782594353,6.633034123373225,-17.175498905967576,0.0,0.004351543428613413,16.666666666666664,0.0,9,6,3,3.0
25,1.0,1.5,3.0,6,-10.542464782594353,6.633034123373225,-17.175498905967576,0.0,0.004351543428613413,16.666666666666664,0.0,9,6,3,3.0
25,1.0,1.5,5.0,6,-10.542464782594353,6.633034123373225,-17.175498905967576,0.0,0.004351543428613413,16.666666666666664,0.0,9,6,3,3.0
25,1.0,2.0,3.0,6,-10.542464782594353,6.633034123373225,-17.175498905967576,0.0,0.004351543428613413,16.666666666666664,0.0,9,6,3,3.0
25,1.0,2.0,4.0,6,-10.542464782594353,6.633034123373225,-17.175498905967576,0.0,0.004351543428613413,16.666666666666664,0.0,9,6,3,3.0
25,1.0,2.0,5.0,6,-10.542464782594353,6.633034123373225,-17.175498905967576,0.0,0.004351543428613413,16.666666666666664,0.0,9,6,3,3.0
20,1.0,2.0,4.0,6,-10.542464782594363,6.633034123373225,-17.175498905967586,0.0,0.004351543428613409,16.666666666666664,0.0,9,6,3,3.0
20,1.0,2.0,3.0,6,-10.542464782594363,6.633034123373225,-17.175498905967586,0.0,0.004351543428613409,16.666666666666664,0.0,9,6,3,3.0
20,1.0,2.0,5.0,6,-10.542464782594363,6.633034123373225,-17.175498905967586,0.0,0.004351543428613409,16.666666666666664,0.0,9,6,3,3.0
20,1.0,1.5,3.0,6,-10.542464782594363,6.794954123373225,-17.33741890596759,0.0,0.004351543428613409,16.666666666666664,0.0,9,6,3,3.0
20,1.0,1.5,4.0,6,-10.542464782594363,6.794954123373225,-17.33741890596759,0.0,0.004351543428613409,16.666666666666664,0.0,9,6,3,3.0
20,1.0,1.5,5.0,6,-10.542464782594363,6.794954123373225,-17.33741890596759,0.0,0.004351543428613409,16.666666666666664,0.0,9,6,3,3.0
