Trade#,Symbol,Type,Side,Entry Time,Entry Price,Entry Fee,Exit Time,Exit Price,Exit Fee,Size,Gross P&L,Net P&L,Return %,Hold Hours,Exit Reason,Peak Price,Peak ROC
2191,CVX-USD,roc_momentum,buy,2026-01-03 22:41:00+00:00,2.494,0.25,2026-01-03 22:42:00+00:00,2.474,0.2479951884522855,10.024057738572573,-0.20048115477145165,-0.6984763432237371,-0.8019246190858066,0.016666666666666666,roc_reversal,2.494,-0.7955449482895616
2192,CVX-USD,roc_momentum,buy,2026-01-03 22:42:00+00:00,2.474,0.25,2026-01-03 22:43:00+00:00,2.459,0.2484842360549717,10.105092966855294,-0.15157639450283067,-0.6500606305578024,-0.6063055780113227,0.016666666666666666,roc_reversal,2.474,-1.198083067092648
2193,CVX-USD,roc_momentum,buy,2026-01-03 22:43:00+00:00,2.459,0.25,2026-01-03 22:44:00+00:00,2.465,0.25061000406669376,10.1667344448963,0.06100040666937559,-0.43960959739731814,0.24400162667750236,0.016666666666666666,roc_reversal,2.465,-1.5575079872204523
2194,CVX-USD,roc_momentum,buy,2026-01-03 22:44:00+00:00,2.465,0.25,2026-01-03 22:45:00+00:00,2.454,0.24888438133874244,10.141987829614605,-0.11156186612575737,-0.6104462474644998,-0.4462474645030295,0.016666666666666666,roc_reversal,2.465,-1.5575079872204523
2195,CVX-USD,roc_momentum,buy,2026-01-03 22:45:00+00:00,2.454,0.25,2026-01-03 22:46:00+00:00,2.462,0.2508149959250204,10.187449062754686,0.08149959250203756,-0.41931540342298285,0.32599837000815024,0.016666666666666666,roc_reversal,2.462,-1.2830793905372895
2196,CVX-USD,roc_momentum,buy,2026-01-03 22:46:00+00:00,2.462,0.25,2026-01-03 22:49:00+00:00,2.451,0.2488830219333875,10.154346060113728,-0.11169780666125223,-0.6105808285946397,-0.4467912266450089,0.05,roc_peak_drop,2.484,0.44733631557545284
2197,CVX-USD,roc_momentum,buy,2026-01-03 22:49:00+00:00,2.451,0.25,2026-01-03 22:50:00+00:00,2.451,0.25,10.199918400652795,0.0,-0.5,0.0,0.016666666666666666,roc_reversal,2.451,-0.12224938875305957
2198,CVX-USD,roc_momentum,buy,2026-01-03 22:50:00+00:00,2.451,0.25,2026-01-03 22:51:00+00:00,2.438,0.24867401060791514,10.199918400652795,-0.1325989392084853,-0.6312729498164005,-0.5303957568339412,0.016666666666666666,roc_reversal,2.451,-0.12224938875305957
2199,CVX-USD,roc_momentum,buy,2026-01-03 22:51:00+00:00,2.438,0.25,2026-01-03 22:52:00+00:00,2.475,0.25379409351927806,10.25430680885972,0.37940935192780884,-0.12438474159146924,1.5176374077112353,0.016666666666666666,roc_reversal,2.475,-0.36231884057970065
2200,CVX-USD,roc_momentum,buy,2026-01-03 22:52:00+00:00,2.475,0.25,2026-01-03 22:55:00+00:00,2.447,0.24717171717171718,10.1010101010101,-0.2828282828282831,-0.7800000000000002,-1.1313131313131324,0.05,roc_reversal,2.475,
